age,education_level,years_experience,job_role,industry,certifications,hours_per_week,location,performance_score,communication_skill,leadership_skill,salary
32,none,17,researcher,finance,3,62,urban,43.0,92,72,45600.0
45,none,24,designer,manufacturing,4,32,rural,52.0,9,62,51800.0
53,high_school,6,researcher,marketing,7,44,remote,,80,93,54000.0
32,phd,36,developer,manufacturing,1,53,suburban,47.0,0,19,102200.0
24,phd,29,developer,education,7,18,urban,4.0,38,20,110500.0
31,bachelor,35,support,healthcare,1,37,suburban,1.0,73,85,73100.0
50,bachelor,0,manager,finance,6,19,rural,92.0,43,76,63800.0
55,high_school,12,analyst,law,2,52,urban,44.0,11,3,29800.0
53,high_school,9,sales,finance,1,39,remote,13.0,41,84,34700.0
46,phd,4,designer,marketing,6,59,suburban,97.0,91,9,70000.0
41,none,23,support,healthcare,3,22,suburban,28.0,68,98,42300.0
44,phd,31,researcher,finance,3,18,urban,4.0,97,15,112600.0
19,high_school,9,support,marketing,5,62,urban,15.0,21,55,41400.0
54,none,5,developer,law,3,21,rural,60.0,82,57,33000.0
27,none,37,intern,healthcare,3,38,rural,9.0,89,35,61200.0
22,master,14,consultant,finance,5,52,remote,84.0,29,2,51400.0
55,bachelor,36,researcher,freelance,3,45,suburban,66.0,66,85,69400.0
43,master,11,,marketing,1,55,suburban,8.0,54,45,185500.0
20,high_school,30,researcher,healthcare,2,27,urban,43.0,35,81,52200.0
27,phd,37,designer,healthcare,2,24,rural,29.0,42,11,77100.0
41,master,14,consultant,IT,7,10,suburban,,83,98,75100.0
50,none,26,researcher,marketing,3,39,rural,51.0,81,76,55700.0
30,high_school,16,developer,education,2,28,urban,65.0,10,19,33000.0
39,master,34,,healthcare,4,42,urban,3.0,30,80,86200.0
43,none,28,manager,law,3,24,urban,17.0,57,79,93600.0
23,none,0,consultant,manufacturing,1,19,rural,90.0,6,22,15200.0
42,,21,,manufacturing,0,61,suburban,26.0,51,45,58200.0
37,high_school,16,manager,law,5,31,suburban,5.0,97,50,70400.0
48,none,9,developer,marketing,5,46,remote,48.0,24,4,43500.0
62,high_school,19,consultant,education,4,63,remote,6.0,95,20,54400.0
47,master,9,manager,freelance,2,23,suburban,9.0,96,42,77300.0
63,none,28,support,finance,3,44,urban,,23,18,61400.0
41,high_school,26,manager,law,0,45,suburban,27.0,31,24,76300.0
39,bachelor,6,support,marketing,1,29,suburban,44.0,73,88,26400.0
18,high_school,0,consultant,manufacturing,6,38,remote,91.0,17,79,21000.0
18,none,12,consultant,freelance,2,38,suburban,54.0,57,58,31600.0
26,bachelor,37,designer,healthcare,5,42,suburban,12.0,20,15,93800.0
20,none,29,consultant,finance,4,50,remote,54.0,93,65,51400.0
21,high_school,10,designer,freelance,1,40,remote,41.0,70,84,31500.0
52,none,5,developer,IT,1,24,remote,69.0,35,84,20000.0
48,high_school,4,intern,healthcare,3,54,suburban,3.0,7,86,31400.0
21,high_school,33,analyst,marketing,6,17,urban,43.0,4,98,73400.0
35,phd,8,manager,marketing,3,10,rural,81.0,97,80,97000.0
32,none,24,intern,healthcare,5,60,remote,,60,72,57600.0
22,master,22,analyst,IT,7,47,remote,17.0,25,58,76100.0
29,none,24,sales,IT,1,16,remote,16.0,64,64,32200.0
24,phd,21,manager,manufacturing,7,39,rural,,70,21,110900.0
44,phd,1,developer,marketing,4,48,rural,58.0,79,19,67500.0
62,none,39,intern,manufacturing,1,65,remote,47.0,46,5,68500.0
18,phd,22,manager,manufacturing,6,19,remote,42.0,71,42,105200.0
35,master,10,researcher,freelance,3,33,suburban,83.0,31,57,65300.0
46,phd,26,developer,finance,4,28,suburban,40.0,86,52,89500.0
21,master,17,analyst,law,3,58,remote,85.0,40,97,63700.0
53,none,18,manager,,4,65,rural,48.0,23,96,75700.0
55,bachelor,24,,healthcare,0,39,remote,35.0,85,36,54000.0
60,bachelor,14,analyst,healthcare,0,34,suburban,7.0,95,73,175800.0
21,high_school,13,researcher,finance,7,44,remote,10.0,24,66,61400.0
38,bachelor,6,consultant,freelance,6,47,urban,43.0,97,11,40200.0
29,master,16,sales,manufacturing,7,54,urban,11.0,72,75,83100.0
21,none,25,analyst,freelance,6,17,suburban,58.0,15,77,55800.0
20,,26,support,IT,7,30,remote,46.0,92,68,110100.0
58,master,28,researcher,education,5,63,suburban,39.0,66,60,85500.0
33,high_school,28,support,IT,5,37,rural,,60,92,57300.0
21,phd,18,analyst,healthcare,0,20,urban,,43,59,70900.0
56,bachelor,38,consultant,law,3,52,rural,67.0,14,67,88900.0
31,bachelor,26,intern,manufacturing,2,22,suburban,19.0,40,73,48700.0
18,phd,7,designer,finance,1,59,rural,48.0,59,76,61300.0
57,phd,11,intern,law,7,27,suburban,19.0,4,44,68900.0
41,bachelor,22,consultant,marketing,5,34,remote,77.0,40,66,46900.0
45,phd,2,support,marketing,1,49,urban,,25,97,39100.0
45,phd,7,manager,IT,6,68,urban,59.0,16,28,106200.0
47,master,28,developer,manufacturing,4,55,suburban,67.0,75,7,86400.0
40,none,9,,law,7,42,rural,88.0,91,93,41300.0
56,phd,14,intern,law,7,66,remote,78.0,60,26,91600.0
20,high_school,26,intern,education,7,67,suburban,39.0,2,39,59900.0
60,,37,consultant,healthcare,0,33,rural,36.0,94,37,70200.0
64,phd,27,analyst,law,3,45,urban,28.0,29,45,78100.0
37,,30,consultant,IT,6,19,remote,8.0,53,14,109000.0
46,none,6,designer,law,1,37,urban,11.0,98,90,28000.0
35,phd,26,consultant,marketing,4,65,remote,,84,29,102100.0
62,master,18,designer,marketing,0,54,rural,31.0,90,88,37300.0
55,master,0,researcher,law,6,42,suburban,24.0,74,66,66200.0
48,bachelor,7,analyst,freelance,0,20,suburban,63.0,3,81,36400.0
21,master,15,consultant,law,7,43,suburban,62.0,52,39,65500.0
44,high_school,4,consultant,education,6,31,rural,75.0,76,9,52700.0
29,master,37,support,healthcare,4,23,remote,47.0,67,37,83200.0
51,phd,37,sales,manufacturing,4,67,urban,2.0,97,66,98400.0
23,high_school,17,intern,law,1,52,rural,57.0,93,61,29000.0
60,none,14,,marketing,4,19,suburban,74.0,77,9,78400.0
56,phd,24,support,freelance,2,39,urban,75.0,93,92,85400.0
50,none,26,support,,1,29,urban,45.0,94,31,48800.0
24,bachelor,9,developer,finance,4,46,remote,12.0,11,73,41200.0
51,none,35,researcher,IT,3,29,suburban,40.0,28,62,64600.0
51,bachelor,6,developer,IT,0,17,remote,75.0,31,62,35700.0
46,bachelor,5,manager,freelance,6,17,urban,23.0,42,80,64800.0
24,high_school,1,developer,law,7,19,suburban,35.0,61,68,32300.0
54,bachelor,32,support,freelance,4,46,urban,61.0,79,9,77700.0
20,bachelor,35,manager,education,3,16,urban,75.0,91,94,94200.0
24,,17,sales,freelance,7,52,suburban,8.0,63,67,92700.0
60,master,15,,marketing,0,26,rural,38.0,34,52,60600.0
33,none,21,consultant,manufacturing,5,43,urban,76.0,69,37,45500.0
42,high_school,26,sales,IT,0,16,urban,67.0,68,79,42100.0
43,phd,11,developer,IT,0,50,remote,9.0,31,92,64100.0
19,master,29,designer,freelance,0,35,urban,39.0,22,83,63700.0
30,none,8,researcher,IT,5,27,remote,,26,46,45300.0
39,phd,16,manager,education,5,41,remote,69.0,73,96,107500.0
49,phd,36,developer,marketing,6,37,suburban,13.0,62,8,117600.0
21,master,4,developer,healthcare,1,46,remote,46.0,29,92,38100.0
26,none,12,support,IT,0,36,rural,76.0,6,75,34900.0
26,master,36,researcher,IT,5,13,urban,49.0,92,33,104000.0
56,none,6,analyst,healthcare,6,54,rural,50.0,97,30,39900.0
46,bachelor,2,developer,education,6,28,remote,69.0,11,88,39100.0
53,bachelor,37,designer,law,5,40,suburban,0.0,45,31,77800.0
33,master,0,manager,freelance,1,57,rural,19.0,95,81,59300.0
44,none,13,sales,healthcare,4,35,remote,39.0,23,27,43400.0
55,phd,7,developer,freelance,6,14,urban,16.0,97,41,73700.0
57,master,2,designer,IT,4,46,suburban,22.0,79,76,46700.0
27,high_school,15,researcher,manufacturing,5,53,remote,25.0,75,73,61800.0
26,high_school,3,analyst,finance,2,37,remote,73.0,33,98,16000.0
23,bachelor,37,researcher,education,0,30,suburban,15.0,35,50,76800.0
53,high_school,28,manager,,2,36,suburban,,12,7,78100.0
38,bachelor,18,consultant,IT,4,51,remote,50.0,77,27,55000.0
47,bachelor,19,analyst,manufacturing,5,11,suburban,98.0,79,75,61400.0
45,phd,9,support,healthcare,4,28,suburban,73.0,5,84,79900.0
58,none,10,designer,freelance,2,32,urban,,0,84,25400.0
59,phd,4,manager,IT,2,34,remote,31.0,66,76,87900.0
26,none,27,researcher,healthcare,2,42,suburban,40.0,57,27,54400.0
39,phd,0,developer,manufacturing,4,36,suburban,89.0,82,56,63600.0
34,bachelor,33,developer,education,7,48,urban,19.0,67,53,71000.0
58,phd,34,,finance,4,17,rural,34.0,90,75,85700.0
54,none,25,manager,manufacturing,7,34,urban,52.0,54,85,97200.0
32,master,8,consultant,manufacturing,7,30,remote,15.0,77,43,64200.0
31,master,34,manager,manufacturing,0,66,suburban,77.0,26,37,104800.0
30,none,31,consultant,education,0,61,rural,34.0,31,33,42000.0
40,high_school,5,researcher,,5,44,rural,47.0,40,77,44900.0
43,master,30,sales,healthcare,3,60,remote,62.0,73,67,79100.0
60,none,20,developer,healthcare,2,21,rural,48.0,93,54,46800.0
41,phd,8,consultant,marketing,5,43,remote,87.0,55,66,70900.0
60,master,26,designer,finance,4,58,suburban,99.0,44,50,84400.0
44,none,4,consultant,marketing,6,50,urban,36.0,53,31,34300.0
39,none,29,sales,law,0,29,urban,29.0,74,51,51300.0
58,,33,support,healthcare,0,32,remote,,96,78,76500.0
42,master,19,developer,manufacturing,6,61,remote,81.0,86,42,63100.0
59,bachelor,11,developer,IT,0,29,rural,38.0,35,3,27600.0
59,phd,14,designer,freelance,4,68,remote,,46,43,61600.0
27,high_school,15,support,manufacturing,7,54,urban,84.0,50,20,46600.0
19,bachelor,3,manager,manufacturing,7,41,suburban,66.0,71,39,64800.0
48,master,15,analyst,law,1,40,urban,2.0,54,50,64500.0
30,high_school,19,intern,healthcare,2,60,urban,91.0,88,53,44100.0
44,bachelor,10,developer,law,3,20,remote,77.0,97,24,35300.0
32,none,32,developer,marketing,1,12,remote,13.0,29,33,58000.0
29,high_school,31,analyst,IT,3,53,suburban,16.0,20,98,70200.0
47,phd,29,analyst,marketing,1,52,urban,3.0,91,18,73300.0
25,bachelor,22,manager,IT,1,43,urban,71.0,59,97,90000.0
48,bachelor,9,intern,finance,2,59,urban,56.0,21,16,44700.0
36,high_school,13,,,7,13,urban,,18,74,28800.0
22,none,28,designer,marketing,1,68,rural,81.0,18,1,45300.0
61,high_school,1,support,healthcare,0,43,suburban,18.0,38,6,9200.0
26,bachelor,18,designer,law,4,20,suburban,65.0,61,70,47200.0
23,master,35,analyst,law,5,17,rural,95.0,35,16,73800.0
58,master,28,sales,marketing,1,23,rural,27.0,35,89,78800.0
48,none,14,researcher,education,6,60,rural,49.0,7,66,43300.0
53,bachelor,30,intern,manufacturing,4,37,suburban,39.0,74,88,70300.0
50,bachelor,12,support,healthcare,6,52,rural,85.0,42,67,46400.0
31,bachelor,12,support,marketing,2,61,rural,78.0,9,31,44700.0
24,high_school,24,,marketing,5,66,remote,26.0,47,85,56900.0
64,bachelor,10,intern,marketing,7,26,urban,67.0,18,30,68900.0
58,master,19,researcher,healthcare,0,33,remote,79.0,76,21,62700.0
32,none,1,support,education,4,34,urban,38.0,74,73,18700.0
20,high_school,14,support,education,3,65,suburban,51.0,92,4,42100.0
53,none,19,intern,marketing,2,53,remote,40.0,0,52,42200.0
38,bachelor,3,support,education,0,37,urban,68.0,41,79,31800.0
22,bachelor,27,manager,,1,39,remote,78.0,38,70,89200.0
38,bachelor,7,developer,freelance,2,35,remote,30.0,81,72,29800.0
20,phd,7,developer,freelance,0,26,suburban,59.0,37,55,59800.0
26,none,30,sales,freelance,4,14,urban,95.0,96,59,50400.0
56,master,17,support,law,7,69,suburban,93.0,72,31,71700.0
26,bachelor,15,intern,education,4,51,urban,7.0,38,8,30200.0
48,,32,researcher,marketing,6,49,urban,29.0,57,33,70700.0
62,phd,33,analyst,manufacturing,4,31,rural,,74,84,108500.0
43,master,4,researcher,finance,7,32,suburban,8.0,44,24,70200.0
29,master,16,designer,freelance,0,28,suburban,92.0,58,2,64400.0
50,phd,30,analyst,IT,5,45,remote,94.0,92,84,101600.0
33,none,2,analyst,healthcare,5,51,remote,,95,56,24500.0
27,phd,33,analyst,law,7,16,urban,19.0,8,33,106400.0
32,master,9,sales,freelance,4,58,urban,35.0,0,24,50600.0
55,master,13,designer,education,2,48,remote,99.0,87,16,55200.0
58,high_school,36,designer,law,4,21,rural,43.0,63,72,67900.0
54,high_school,12,intern,freelance,1,38,remote,62.0,40,12,24000.0
60,master,13,analyst,IT,1,47,rural,17.0,6,68,39000.0
52,none,9,developer,freelance,5,44,rural,59.0,92,97,33100.0
25,high_school,29,manager,freelance,1,15,rural,38.0,8,87,76700.0
20,none,9,support,marketing,2,42,suburban,26.0,80,7,34600.0
60,master,22,support,healthcare,7,29,suburban,25.0,71,34,74400.0
42,master,23,consultant,IT,3,39,urban,76.0,80,28,66600.0
18,master,30,intern,education,4,31,suburban,46.0,2,5,85000.0
38,phd,38,researcher,freelance,6,58,rural,10.0,25,78,123300.0
45,master,27,consultant,IT,0,59,urban,23.0,85,99,65200.0
25,master,8,developer,finance,7,11,urban,31.0,93,59,71700.0
36,bachelor,29,designer,finance,6,66,urban,85.0,65,84,60600.0
26,phd,1,support,healthcare,3,36,rural,1.0,59,43,65800.0
55,high_school,1,analyst,marketing,7,51,rural,54.0,44,88,28300.0
25,master,27,intern,education,0,15,remote,87.0,38,99,59500.0
55,master,9,intern,marketing,7,68,urban,96.0,41,5,65900.0
18,bachelor,36,consultant,freelance,4,39,rural,32.0,100,74,64700.0
63,none,35,manager,healthcare,6,22,suburban,30.0,36,37,92900.0
47,master,37,developer,healthcare,6,55,suburban,37.0,13,40,89200.0
18,none,27,support,,5,38,rural,3.0,6,11,47000.0
34,phd,38,consultant,freelance,0,46,suburban,52.0,18,81,93100.0
49,bachelor,27,sales,manufacturing,7,56,urban,,40,15,63300.0
22,master,2,sales,marketing,7,35,suburban,99.0,30,84,54500.0
59,none,5,researcher,healthcare,6,57,remote,,66,62,60700.0
49,master,4,analyst,,4,44,urban,87.0,2,67,57300.0
55,phd,25,manager,law,0,21,remote,86.0,46,18,92000.0
58,high_school,18,intern,healthcare,4,41,rural,98.0,42,32,38400.0
47,high_school,11,designer,healthcare,6,44,rural,63.0,19,99,46000.0
28,high_school,1,analyst,IT,1,13,urban,8.0,74,71,19200.0
24,high_school,38,consultant,,3,32,remote,31.0,16,22,49100.0
50,bachelor,30,intern,healthcare,3,15,rural,64.0,76,15,64100.0
51,none,25,researcher,IT,3,64,urban,61.0,71,38,43900.0
20,master,37,designer,education,5,54,rural,77.0,39,89,89400.0
42,high_school,34,sales,education,4,66,rural,89.0,76,49,78600.0
64,high_school,11,sales,law,6,48,remote,36.0,2,85,39200.0
50,master,18,,marketing,6,27,suburban,94.0,76,9,76300.0
20,master,21,developer,IT,0,33,urban,0.0,28,44,71800.0
59,master,33,designer,freelance,4,12,remote,46.0,7,80,55600.0
31,none,24,intern,manufacturing,3,43,urban,37.0,22,99,50000.0
41,bachelor,15,consultant,manufacturing,0,27,rural,49.0,85,18,32500.0
64,high_school,11,intern,marketing,3,51,remote,83.0,35,67,31100.0
35,none,39,consultant,manufacturing,6,24,remote,71.0,94,61,71200.0
27,high_school,4,intern,IT,6,55,remote,83.0,9,97,40200.0
38,master,17,researcher,manufacturing,2,61,suburban,0.0,59,16,65300.0
36,bachelor,25,sales,manufacturing,4,19,suburban,45.0,49,0,63100.0
31,master,35,designer,law,0,66,rural,43.0,51,40,75100.0
27,phd,5,manager,finance,6,31,rural,,40,52,100200.0
52,,0,developer,freelance,6,31,suburban,32.0,22,56,31500.0
53,phd,13,consultant,law,0,63,urban,0.0,69,43,84700.0
48,master,4,sales,finance,5,59,remote,75.0,13,0,42200.0
26,bachelor,16,,healthcare,2,30,rural,63.0,10,79,55300.0
56,none,11,designer,healthcare,5,19,remote,59.0,92,63,33200.0
46,high_school,5,consultant,,0,37,rural,33.0,73,19,20200.0
51,high_school,14,support,manufacturing,5,53,remote,70.0,81,2,44900.0
20,high_school,32,developer,manufacturing,3,26,suburban,83.0,4,7,60200.0
37,high_school,24,researcher,marketing,5,64,rural,2.0,72,75,75800.0
55,master,6,intern,education,6,25,suburban,38.0,15,37,52100.0
19,bachelor,11,designer,finance,1,22,urban,80.0,66,19,48800.0
38,none,26,manager,marketing,0,63,urban,82.0,85,44,65700.0
55,bachelor,16,manager,freelance,0,14,urban,90.0,48,11,74900.0
19,high_school,15,consultant,manufacturing,4,29,rural,16.0,56,17,42400.0
43,phd,29,developer,education,0,29,suburban,81.0,23,89,99500.0
31,phd,0,intern,law,5,22,rural,57.0,49,37,66600.0
33,phd,36,analyst,education,5,63,rural,6.0,67,36,107800.0
31,master,28,analyst,healthcare,6,40,suburban,53.0,85,53,96600.0
36,high_school,26,designer,marketing,6,22,urban,33.0,1,61,52800.0
63,phd,6,developer,finance,2,46,rural,,60,15,61900.0
36,none,32,intern,marketing,0,50,remote,3.0,19,71,45800.0
25,phd,2,developer,IT,7,40,suburban,41.0,8,56,60700.0
61,bachelor,33,,IT,6,51,remote,74.0,68,76,82900.0
46,bachelor,3,sales,finance,5,21,suburban,22.0,30,36,42100.0
28,phd,30,researcher,manufacturing,0,18,suburban,94.0,94,43,110100.0
41,,0,sales,freelance,0,37,suburban,,39,9,11500.0
26,bachelor,9,analyst,law,7,65,urban,57.0,54,16,42700.0
46,master,24,developer,law,2,66,urban,99.0,11,77,58200.0
53,master,9,researcher,healthcare,4,66,urban,73.0,73,33,62700.0
60,high_school,23,support,healthcare,2,32,urban,38.0,51,57,45300.0
27,bachelor,33,consultant,marketing,0,32,urban,54.0,77,45,74100.0
45,phd,4,researcher,IT,5,46,urban,48.0,29,60,86600.0
29,none,31,analyst,manufacturing,3,57,urban,74.0,67,85,49800.0
54,master,18,,education,7,45,rural,25.0,85,66,87400.0
30,high_school,12,sales,education,2,16,urban,1.0,92,80,31700.0
53,none,5,developer,finance,2,50,urban,76.0,29,90,13300.0
25,phd,13,support,marketing,0,36,urban,29.0,46,5,58300.0
34,high_school,11,designer,education,7,14,rural,28.0,21,71,48600.0
41,master,4,sales,law,3,39,urban,76.0,67,84,47500.0
44,master,26,developer,IT,1,15,urban,92.0,71,24,61200.0
18,master,9,researcher,finance,6,17,suburban,24.0,35,42,58800.0
30,phd,12,researcher,healthcare,3,45,rural,36.0,87,95,89600.0
37,bachelor,34,,finance,5,49,remote,80.0,95,6,92100.0
29,none,6,manager,IT,3,21,suburban,53.0,78,64,50700.0
24,phd,5,support,education,2,53,remote,100.0,70,27,69800.0
46,master,1,designer,marketing,6,50,remote,20.0,82,39,36500.0
24,phd,28,intern,freelance,6,12,suburban,9.0,53,65,386500.0
51,master,5,designer,finance,1,15,remote,67.0,4,99,51500.0
43,high_school,0,developer,finance,4,43,suburban,5.0,4,93,8700.0
63,master,14,researcher,healthcare,3,29,urban,33.0,0,54,85600.0
36,bachelor,19,support,manufacturing,0,19,suburban,31.0,10,14,54800.0
30,high_school,15,researcher,IT,4,44,suburban,42.0,0,57,49100.0
60,phd,36,,finance,4,55,urban,,46,20,123800.0
51,high_school,19,researcher,IT,0,48,urban,9.0,58,41,51100.0
48,none,10,support,freelance,1,21,rural,62.0,40,71,39600.0
63,high_school,23,researcher,healthcare,3,21,remote,92.0,97,16,46500.0
27,phd,18,developer,marketing,2,39,suburban,4.0,73,34,77400.0
32,phd,16,,IT,1,31,rural,23.0,11,57,85900.0
61,phd,27,manager,healthcare,4,61,suburban,55.0,44,6,116700.0
24,none,23,support,finance,4,65,rural,14.0,35,91,45100.0
30,master,35,consultant,law,0,34,urban,45.0,3,26,89200.0
29,,25,intern,law,6,11,suburban,85.0,64,92,100800.0
45,master,23,researcher,,0,43,remote,54.0,80,28,72300.0
33,high_school,12,analyst,freelance,4,42,urban,21.0,33,1,38300.0
36,high_school,8,researcher,IT,1,15,urban,74.0,26,29,55200.0
25,phd,2,analyst,education,2,63,remote,78.0,73,68,63700.0
25,master,32,consultant,law,6,21,suburban,51.0,35,23,72300.0
47,master,6,intern,freelance,1,30,remote,34.0,78,92,36400.0
24,high_school,37,developer,healthcare,4,32,urban,,74,32,58700.0
54,none,5,researcher,manufacturing,4,55,urban,43.0,72,42,37500.0
50,,18,developer,education,6,27,urban,8.0,90,72,62500.0
63,high_school,7,designer,freelance,0,25,remote,16.0,92,57,20700.0
60,none,28,consultant,marketing,1,61,rural,52.0,99,100,53200.0
38,none,31,support,finance,0,51,rural,77.0,42,1,45300.0
38,master,20,consultant,,6,47,remote,44.0,13,0,72900.0
28,master,7,manager,IT,0,61,remote,45.0,63,63,69100.0
53,high_school,21,consultant,IT,0,26,remote,100.0,42,49,29700.0
57,high_school,25,analyst,law,6,63,rural,9.0,24,29,61100.0
30,high_school,12,manager,healthcare,3,36,remote,36.0,71,93,60200.0
27,phd,29,manager,freelance,2,50,urban,31.0,39,27,101300.0
59,master,21,sales,marketing,1,63,suburban,39.0,59,12,78800.0
28,bachelor,29,consultant,manufacturing,6,30,rural,6.0,71,90,70900.0
21,none,16,manager,marketing,1,36,remote,81.0,2,8,57200.0
46,high_school,5,intern,healthcare,6,12,rural,100.0,29,46,30300.0
51,high_school,18,manager,finance,2,18,urban,70.0,85,13,66100.0
55,bachelor,29,intern,finance,0,13,remote,99.0,96,43,158700.0
64,phd,15,researcher,manufacturing,5,25,suburban,,73,10,95300.0
62,bachelor,7,analyst,marketing,6,40,urban,52.0,68,76,51200.0
49,phd,11,researcher,finance,2,42,rural,6.0,32,0,72400.0
19,bachelor,22,manager,freelance,4,10,remote,86.0,58,78,64500.0
48,bachelor,31,intern,IT,0,55,suburban,64.0,87,27,51200.0
21,master,29,intern,education,0,63,rural,100.0,2,13,70900.0
42,phd,18,analyst,healthcare,0,59,rural,2.0,54,30,63900.0
32,none,31,manager,healthcare,1,22,suburban,76.0,87,39,61900.0
39,bachelor,35,designer,law,0,30,suburban,74.0,53,66,56300.0
38,high_school,8,designer,marketing,7,38,rural,24.0,59,26,49700.0
18,master,13,consultant,manufacturing,7,42,remote,45.0,65,73,55700.0
23,none,33,developer,manufacturing,7,57,urban,19.0,84,38,73700.0
18,none,9,support,education,3,14,urban,84.0,53,98,29100.0
27,high_school,21,manager,finance,5,44,rural,58.0,43,83,73600.0
