Age,Gender,Education,Marital_Status,Job_Type,Region,Income,Expenses,Savings,Credit_Score,Years_of_Experience,Loan_Amount,Loan_Approval,Default_Risk,Future_Income
42,Male,Bachelor,Widowed,Unemployed,North,63973,46270,23394,698,22,387750,1,0,88650
46,Male,Master,Single,Construction,West,53919,27684,32466,519,28,397402,0,0,59373
35,Female,High School,Divorced,Construction,North,54979,31668,20996,816,20,213243,1,0,63527
63,Male,Master,Widowed,Unemployed,East,61987,25753,38632,641,43,464348,1,0,75293
35,Female,High School,Married,Healthcare,West,56431,37907,20116,715,21,288601,1,1,66763
19,Male,Bachelor,Widowed,Education,East,44883,25403,25390,755,2,234023,1,0,49059
52,Male,Master,Widowed,IT,North,47502,33465,22835,596,32,317366,0,1,51703
33,Male,High School,Divorced,Education,East,53178,36712,11294,630,19,361001,1,0,68354
58,Male,Bachelor,Married,Construction,South,36566,14900,18292,638,37,216442,0,0,48822
53,Male,Bachelor,Divorced,Finance,North,64940,42718,27450,597,39,238626,0,0,68867
50,Male,Bachelor,Married,Education,South,54329,38031,15757,611,29,91245,1,1,61276
21,Male,PhD,Single,Finance,South,51121,24182,33013,354,6,336051,0,0,60174
50,Female,Master,Single,Healthcare,West,67887,26225,41796,833,34,5157,1,0,85121
31,Male,High School,Divorced,Construction,West,48198,14522,29432,404,12,348712,0,1,60067
38,Female,Bachelor,Widowed,Finance,East,47263,24834,15632,474,23,325410,0,0,55809
65,Male,Bachelor,Married,IT,East,42730,20348,26802,593,49,401534,0,0,45372
37,Male,High School,Married,Construction,North,55146,31844,27845,674,22,126399,1,0,59832
25,Male,Master,Divorced,Healthcare,East,54626,21523,39954,749,6,215070,1,0,63503
24,Female,High School,Widowed,IT,East,40005,29196,14448,744,6,457906,1,0,48044
20,Female,High School,Widowed,Construction,West,47334,20300,10246,359,0,372669,0,0,44612
34,Male,High School,Married,Education,West,40105,16571,28051,691,15,79493,1,0,49651
50,Male,Bachelor,Single,Unemployed,South,39426,21304,12834,689,30,475595,0,0,53808
65,Other,High School,Married,Construction,East,24051,13214,3498,511,47,73148,0,0,32004
29,Female,Bachelor,Single,IT,West,46536,18965,19630,834,12,419162,1,0,45623
68,Male,Bachelor,Divorced,Finance,North,24466,10665,5400,539,49,148092,0,1,26703
39,Female,Bachelor,Widowed,Finance,East,43057,16570,29881,787,24,345453,1,0,50849
39,Male,High School,Married,Construction,North,40809,26902,12251,421,23,297391,0,0,42585
63,Male,Bachelor,Divorced,Construction,South,65778,45060,15122,552,44,5443,0,0,82623
47,Female,Bachelor,Widowed,Healthcare,South,34775,18471,18419,440,31,43741,0,1,38180
55,Female,Bachelor,Single,Education,West,38582,25350,9702,751,40,415504,0,0,45684
55,Male,High School,Divorced,Healthcare,West,44277,29575,21607,452,40,270054,0,0,46611
62,Female,High School,Divorced,Unemployed,South,41297,15244,35304,607,46,49169,1,1,45817
68,Female,High School,Married,Healthcare,North,70538,55237,16212,616,47,367249,1,0,78083
25,Male,Bachelor,Divorced,Finance,South,32921,23390,18417,828,7,284453,0,0,41711
44,Male,High School,Divorced,Finance,South,44308,17822,35363,595,28,475665,0,0,59486
44,Male,Bachelor,Married,IT,West,54980,21611,35792,644,23,412481,1,0,74796
51,Male,Bachelor,Divorced,Unemployed,East,63217,22937,50947,581,30,99499,0,0,65843
38,Female,PhD,Single,Unemployed,West,44296,16353,26834,507,22,362585,0,1,63887
47,Male,Master,Married,Healthcare,West,21228,14309,-857,395,29,160307,0,0,26042
50,Male,PhD,Single,IT,North,47748,25536,16440,751,30,119360,1,0,53608
45,Female,Master,Married,Construction,South,70280,48596,20345,672,30,191154,1,1,89548
64,Other,Bachelor,Widowed,IT,East,54232,36505,22398,372,45,325239,0,1,56423
50,Female,Master,Divorced,Finance,East,53546,32251,17520,632,29,211034,1,0,74230
22,Female,Bachelor,Widowed,Healthcare,West,34054,21902,10772,692,3,270066,0,0,44178
65,Female,Bachelor,Single,Finance,West,32514,10052,18214,405,47,325150,0,0,47082
36,Female,Bachelor,Widowed,Construction,South,50270,22917,26088,400,16,438539,0,0,53390
21,Male,Bachelor,Single,Education,North,28604,17703,19614,658,7,493843,0,0,32068
52,Male,Master,Widowed,Unemployed,South,61720,18804,46703,628,35,294915,1,0,69851
66,Female,High School,Single,Healthcare,East,37300,11805,24610,694,51,407992,0,0,41949
34,Male,High School,Divorced,Finance,North,49630,36028,21704,334,19,202527,0,0,56353
61,Male,Master,Widowed,Education,West,21713,13940,9901,456,41,42772,0,0,13294
45,Female,Bachelor,Single,Construction,West,44092,19077,27683,572,31,320515,0,0,60179
47,Male,Master,Single,Education,East,32212,20743,19182,695,29,390091,0,0,35845
46,Male,PhD,Widowed,Finance,South,15170,10561,4895,506,26,419170,0,0,18713
63,Male,High School,Widowed,Finance,North,58127,26354,38354,605,48,419053,1,0,67482
23,Male,High School,Widowed,Construction,South,74617,23729,57112,835,6,80494,1,0,86409
52,Female,Bachelor,Divorced,Construction,South,66942,51303,16911,761,31,141647,1,1,68876
58,Female,Master,Divorced,Education,South,60225,28461,26783,551,38,395489,0,0,60657
54,Female,High School,Divorced,Education,West,43788,15467,30384,566,38,318249,0,0,56530
41,Female,High School,Widowed,Unemployed,East,62088,33895,35879,508,25,318864,0,0,64499
46,Female,High School,Single,Unemployed,North,68357,46772,27683,838,28,471697,1,0,82128
66,Female,Bachelor,Single,Finance,North,52052,21384,41219,802,51,254468,1,0,56453
63,Male,Bachelor,Single,Construction,East,32234,14013,17768,813,48,117498,0,1,41953
48,Female,Master,Married,IT,North,42509,17911,30494,447,28,59080,0,0,47447
52,Female,Bachelor,Widowed,Construction,North,75540,60117,12391,382,35,212471,0,0,92266
50,Female,Master,Single,Healthcare,South,48878,19487,32398,341,32,86393,0,0,62580
69,Female,Bachelor,Widowed,Healthcare,South,128,75,7580,455,49,254159,0,0,3567
38,Male,Bachelor,Widowed,Construction,East,27966,21327,13171,752,20,37309,0,0,34001
49,Male,Bachelor,Single,Education,North,43633,16294,29854,583,33,421170,0,0,46656
40,Female,Bachelor,Widowed,Healthcare,East,65537,51474,14722,487,26,132984,0,1,66945
50,Male,High School,Married,Unemployed,East,45903,35516,7412,773,33,447810,1,0,48455
20,Male,Master,Married,Finance,East,65816,48854,17833,806,0,38368,1,1,70278
35,Male,Bachelor,Single,Finance,East,42107,17149,20406,432,18,360422,0,0,44269
42,Male,High School,Widowed,Finance,South,20535,12670,8149,570,21,82670,0,0,30562
59,Male,High School,Married,Unemployed,West,42626,29004,6590,372,44,392833,0,0,40758
48,Female,High School,Single,Construction,East,55174,43753,6827,735,29,249666,1,0,67712
20,Other,High School,Divorced,Healthcare,North,53929,21043,39150,592,6,133450,0,1,58807
57,Male,Bachelor,Divorced,Education,West,31173,21291,15588,736,41,278724,0,0,39206
63,Male,Bachelor,Divorced,Unemployed,South,44732,20997,24290,359,48,25966,0,1,59919
41,Female,High School,Divorced,Unemployed,West,90270,35007,57586,626,25,217645,1,0,104024
67,Male,Bachelor,Married,Finance,West,31500,16086,18408,481,53,204394,0,0,39842
49,Female,PhD,Single,Unemployed,South,59910,41752,22459,733,33,89615,1,0,62402
64,Male,High School,Married,Unemployed,East,18549,9875,12440,818,47,282375,0,0,19214
39,Other,High School,Divorced,Education,West,62956,35806,22466,382,18,410056,0,0,81627
40,Male,Bachelor,Widowed,Unemployed,South,36615,29203,-2803,327,21,400268,0,0,52910
19,Female,Bachelor,Divorced,Finance,South,56031,27990,24956,565,5,38399,0,0,72559
44,Female,Bachelor,Widowed,Unemployed,West,30627,18612,13243,582,25,205050,0,0,28569
59,Female,Bachelor,Single,Construction,South,54362,26236,34926,696,40,399970,1,1,60505
19,Female,Master,Married,Finance,West,36370,18053,21488,682,4,388852,0,0,38143
43,Female,Master,Widowed,Construction,West,39274,25442,18503,618,25,245601,0,0,45276
34,Female,PhD,Divorced,Healthcare,South,56629,43544,10600,492,17,342450,0,1,59175
57,Female,Bachelor,Married,Healthcare,South,43544,24871,20319,526,40,477251,0,0,54593
50,Female,PhD,Widowed,Education,South,55705,38113,19919,750,35,201597,1,0,58253
26,Male,Master,Single,Unemployed,West,47137,16243,29115,481,10,136097,0,0,56553
60,Male,Bachelor,Widowed,Finance,North,51012,20689,26975,626,43,488082,1,0,61734
65,Male,Bachelor,Widowed,Healthcare,South,56676,31232,26310,502,48,146473,0,0,68554
56,Male,PhD,Single,Unemployed,South,44749,13872,36183,701,38,118172,1,0,44277
46,Female,PhD,Married,IT,East,35059,14950,17584,771,29,265978,0,0,45014
59,Male,High School,Single,IT,South,42015,23473,19501,478,38,11553,0,0,48018
43,Female,Bachelor,Married,Education,West,67927,20886,55815,317,28,338439,0,0,75042
52,Female,PhD,Married,Unemployed,South,51742,22366,28779,762,33,274899,1,0,54052
67,Female,Bachelor,Married,Healthcare,East,37326,20791,18571,845,49,214992,0,0,39157
42,Female,High School,Widowed,Construction,North,56023,32861,24633,702,24,493680,1,0,59758
41,Male,High School,Divorced,Unemployed,North,57024,43502,14583,692,25,229086,1,0,63839
30,Other,Bachelor,Divorced,IT,South,57799,35989,32152,599,13,432113,0,0,78059
24,Male,Master,Widowed,Unemployed,North,35332,17926,20934,650,5,370444,0,0,41687
53,Female,High School,Married,Healthcare,West,39764,30426,3487,486,38,181136,0,1,50397
62,Male,Bachelor,Single,Construction,North,39847,27591,21898,646,41,365054,0,0,54814
37,Male,Master,Single,Finance,West,44590,17836,30128,708,23,484281,1,1,44355
18,Female,High School,Divorced,Unemployed,North,58083,21224,36991,370,3,305553,0,0,67012
25,Female,High School,Married,Healthcare,North,54442,34728,28461,626,11,365048,1,1,68791
63,Male,Master,Widowed,Finance,West,55628,32260,21474,511,44,322193,0,0,63123
33,Female,PhD,Widowed,IT,West,70310,48853,32035,608,18,51669,1,0,83715
31,Male,High School,Divorced,Finance,South,60333,40387,22412,407,11,412587,0,0,76865
29,Male,Master,Married,IT,West,47872,29326,25573,476,10,340049,0,0,50906
68,Female,Bachelor,Single,Education,South,32241,25573,24005,726,47,467647,0,0,39791
40,Female,High School,Single,Education,East,39281,22264,19917,830,19,216061,0,0,41728
32,Female,Master,Widowed,IT,West,46074,16427,31162,717,11,140869,1,0,49526
45,Female,Bachelor,Divorced,Construction,South,62436,44587,14513,547,27,444025,0,0,62451
51,Female,Master,Widowed,Education,South,49590,21121,29866,508,36,465580,0,0,58173
19,Male,Bachelor,Single,Construction,North,40157,27654,9322,515,1,397360,0,0,48086
49,Male,Master,Widowed,Construction,West,39006,30368,9703,737,29,473479,0,1,45104
40,Male,High School,Married,Construction,North,48956,31742,33687,610,21,83053,1,0,48966
39,Female,Bachelor,Single,Healthcare,South,63349,37883,28063,682,22,21943,1,0,64741
68,Male,Bachelor,Single,Unemployed,West,73865,39162,33934,570,52,113374,0,0,81285
42,Male,High School,Widowed,Healthcare,South,46913,22621,25243,420,22,31831,0,0,46678
39,Female,Master,Widowed,Unemployed,North,49328,23504,25764,706,24,309188,1,0,59614
39,Male,High School,Divorced,Unemployed,South,31790,19652,19380,544,22,123602,0,0,42437
66,Female,Bachelor,Widowed,Construction,South,79087,53434,27201,365,52,291958,0,0,91644
69,Male,Master,Married,IT,North,28984,18528,20500,527,54,340730,0,0,30710
59,Female,Bachelor,Divorced,Unemployed,West,67574,26975,41018,436,42,196330,0,0,74001
23,Male,Bachelor,Divorced,Education,North,44519,24351,20910,493,3,326583,0,0,48046
32,Male,Master,Single,Finance,West,41009,28534,9991,788,13,211271,1,0,44700
60,Female,Bachelor,Married,Healthcare,West,33349,17936,15496,653,44,470652,0,0,44453
54,Female,High School,Married,Healthcare,East,86150,48960,30522,456,37,305499,0,0,91108
50,Male,Bachelor,Divorced,Finance,South,53322,36555,8117,775,32,223404,1,1,61725
25,Male,Bachelor,Divorced,Construction,West,50319,31732,23710,315,7,326533,0,0,51406
61,Male,Bachelor,Single,Unemployed,West,63300,31945,24627,377,41,20784,0,0,69534
61,Male,Bachelor,Widowed,Finance,North,40237,30085,14181,351,45,238988,0,0,42233
22,Female,High School,Married,Construction,West,50027,19074,30450,813,6,401899,1,0,56021
56,Female,Bachelor,Married,Healthcare,West,50845,40562,16980,803,41,341076,1,0,63460
21,Male,Bachelor,Single,Finance,North,42317,15209,20490,360,4,405563,0,0,53073
23,Male,High School,Divorced,Unemployed,West,67994,20906,52079,431,3,352664,0,0,67843
62,Female,PhD,Married,IT,South,46720,34806,15571,681,46,179169,1,0,41833
49,Male,Bachelor,Single,Education,South,26703,11281,19234,842,33,355707,0,0,40963
69,Female,Bachelor,Divorced,Education,North,45477,30235,22861,709,51,350277,1,0,54283
47,Female,Master,Single,Education,West,53737,37911,18177,454,27,323643,0,0,73675
64,Male,High School,Married,Finance,South,36597,26697,-339,350,47,19072,0,1,47008
52,Male,Bachelor,Divorced,Unemployed,East,37781,30066,11960,394,38,279170,0,0,51149
57,Male,Master,Single,Construction,North,41806,18688,26716,822,40,237467,1,0,42538
69,Female,High School,Single,Unemployed,North,68318,44756,24338,823,51,57832,1,0,65258
33,Female,Master,Single,Unemployed,South,42692,15270,25213,654,19,391703,1,0,44131
30,Female,Master,Married,Healthcare,North,71436,35961,35670,344,15,308110,0,0,85454
67,Other,Bachelor,Married,Education,West,40775,29520,20545,504,53,36041,0,1,47204
59,Female,High School,Widowed,Finance,South,54875,26550,25725,730,45,363667,1,0,72548
47,Female,PhD,Married,Education,East,43306,25790,10813,555,26,205106,0,0,50840
36,Male,Bachelor,Single,Unemployed,West,61311,33836,22133,547,15,430472,0,0,76333
34,Male,Bachelor,Married,Construction,East,33225,20698,14350,832,18,150977,0,0,39450
36,Male,Master,Single,IT,East,61142,48084,23412,340,17,108810,0,0,73614
45,Female,Bachelor,Single,IT,North,51708,16953,47779,758,27,226447,1,0,70098
43,Male,Bachelor,Single,Unemployed,East,40400,23714,21937,576,24,334817,0,0,58366
54,Female,Master,Divorced,Healthcare,West,47506,34751,9848,494,38,127343,0,0,53772
43,Female,Bachelor,Widowed,IT,South,73007,39474,31157,370,28,217554,0,0,83273
40,Male,Master,Widowed,IT,South,52067,17664,40782,569,22,357188,0,0,69822
26,Female,High School,Single,Finance,East,39459,22896,25221,634,9,59100,0,0,55426
29,Male,Master,Married,Finance,East,31929,14880,15839,607,14,348300,0,0,50073
18,Male,Bachelor,Widowed,Healthcare,South,57581,21735,44968,726,0,347503,1,0,69145
18,Female,High School,Single,Unemployed,East,52937,38353,15436,498,0,107169,0,1,59923
64,Female,High School,Married,Healthcare,West,60425,33886,32110,375,50,469212,0,0,66380
51,Male,Bachelor,Divorced,Unemployed,East,28066,21516,14277,824,32,387280,0,0,30595
49,Male,Master,Divorced,Finance,East,32416,22788,4219,529,31,107800,0,0,33144
65,Male,Bachelor,Single,IT,West,67203,43445,28015,384,51,124140,0,0,71474
42,Male,Master,Married,Unemployed,South,54970,16629,47484,461,23,437882,0,0,65004
57,Other,Bachelor,Divorced,Construction,South,58001,29807,27390,696,42,367994,1,0,64437
62,Male,Master,Divorced,IT,East,35559,14178,18098,670,46,214330,0,0,41070
18,Female,High School,Divorced,IT,South,35285,26654,13104,514,0,95230,0,0,50630
33,Female,Bachelor,Married,Construction,West,64868,25122,42413,300,12,339894,0,0,61851
56,Male,High School,Single,Healthcare,East,65575,29051,36887,676,37,233519,1,1,75331
22,Male,PhD,Single,Finance,East,33675,18804,16859,711,8,149382,0,0,42878
39,Female,Bachelor,Divorced,Healthcare,East,30809,13299,11158,499,22,105699,0,0,34470
46,Male,Bachelor,Single,Healthcare,North,48371,19586,32807,482,29,94591,0,0,50652
20,Female,Bachelor,Widowed,Healthcare,North,38009,22788,25183,709,6,216482,0,1,47114
29,Male,Bachelor,Divorced,Finance,West,37697,12985,23138,697,15,426159,0,0,43126
43,Male,Master,Married,Healthcare,East,31229,10276,18810,515,25,264584,0,0,25904
33,Male,Bachelor,Single,Healthcare,West,42973,20890,24945,648,16,167989,1,1,45420
68,Male,Bachelor,Married,Education,North,32679,21578,27330,340,54,190738,0,0,30001
54,Female,PhD,Single,IT,East,33568,19382,21685,302,39,137774,0,0,43207
39,Other,PhD,Married,Education,North,54475,27860,28144,393,22,62873,0,1,53059
46,Male,High School,Married,Finance,East,49172,28661,22708,358,27,418274,0,0,47661
31,Male,Master,Single,Unemployed,West,57273,27647,37620,706,16,439478,1,0,63999
45,Male,Bachelor,Divorced,Unemployed,West,25264,19404,3313,317,27,281681,0,1,33349
22,Male,Bachelor,Divorced,Construction,West,50148,16421,38785,793,3,476011,1,0,55620
64,Female,Bachelor,Married,Unemployed,North,81134,51657,25889,807,46,86428,1,0,96452
66,Female,Bachelor,Widowed,Construction,West,44415,33117,17922,631,49,418851,1,0,58179
47,Male,PhD,Married,Unemployed,South,62371,43780,19121,468,32,33544,0,0,79001
63,Female,Bachelor,Widowed,Education,South,62240,24399,40844,505,45,332693,0,0,67420
69,Female,Bachelor,Divorced,Education,West,62977,28211,34971,820,53,126875,1,0,68213
22,Male,Master,Widowed,Education,West,52499,34571,23421,804,4,319099,1,0,61111
29,Female,High School,Single,IT,North,58491,20011,39606,645,9,251648,1,0,48596
33,Male,Bachelor,Widowed,Finance,East,60485,42698,30576,603,15,115024,1,0,72799
43,Female,High School,Single,Unemployed,North,59531,39257,29368,414,23,435524,0,0,72706
43,Female,Master,Married,Unemployed,North,33238,22096,6620,386,24,209698,0,0,32867
65,Male,Master,Widowed,Unemployed,West,24389,8539,18807,394,45,269313,0,1,26541
38,Female,High School,Single,Healthcare,South,26696,17589,14782,727,23,377208,0,0,38828
56,Female,High School,Married,Education,South,45947,29401,16255,749,37,277567,1,0,59191
53,Female,Bachelor,Widowed,IT,South,58908,42146,24824,840,35,178875,1,0,76425
50,Male,Bachelor,Widowed,Construction,North,33433,10725,30181,301,31,254411,0,0,33700
47,Female,Bachelor,Single,Construction,South,63859,19895,45546,377,30,98988,0,0,67725
54,Male,Bachelor,Married,Construction,South,42465,20659,28712,623,38,275161,1,1,47343
40,Female,Bachelor,Single,Education,West,42608,15952,16602,397,22,441894,0,0,52927
27,Female,Bachelor,Widowed,Construction,South,37458,21695,24550,409,12,455608,0,0,46613
22,Male,High School,Married,Construction,East,21728,16484,11676,756,2,37948,0,0,22135
53,Male,High School,Divorced,Construction,West,53439,26491,23509,787,37,96529,1,0,77040
51,Female,High School,Divorced,Healthcare,East,75690,54684,24265,670,30,368912,1,0,97461
69,Female,Bachelor,Divorced,Construction,North,49060,14723,26205,636,53,344291,1,0,50006
48,Other,High School,Widowed,IT,South,22240,8545,11877,321,34,37219,0,1,23954
27,Male,Bachelor,Divorced,Education,North,61705,19450,49733,604,9,166932,1,0,65683
36,Female,Bachelor,Widowed,Unemployed,North,25628,11893,15670,571,21,382361,0,0,37324
49,Female,Master,Married,Healthcare,South,31864,24028,9494,789,34,256531,0,1,40907
18,Female,Bachelor,Single,Healthcare,West,46424,16177,32473,745,4,157135,1,0,59835
22,Female,High School,Widowed,Education,North,51842,31271,22213,577,6,445790,0,0,57500
